route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
860340,RTC,"34",,"Terminus du Zoo - Des Laurentides",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=34,013888,FFFFFF
860360,RTC,"36",,"Place Jacques-Cartier - Station des Roses",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=36,013888,FFFFFF
860370,RTC,"37",,"41e Rue Est / colline Parlementaire - Terminus Charlesbourg / Jean-Talon Ouest",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=37,013888,FFFFFF
860390,RTC,"39",,"41e Rue Est - Terminus du Zoo",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=39,013888,FFFFFF
860440,RTC,"44",,"Terminus Beauport - Sainte-Thérèse-de-Lisieux",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=44,013888,FFFFFF
860500,RTC,"50",,"Boischatel - Terminus La Cimenterie",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=50,013888,FFFFFF
860520,RTC,"52",,"Du Bourg-Royal - Terminus Charlesbourg",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=52,013888,FFFFFF
860530,RTC,"53",,"Montmorency / Courville - Terminus Beauport",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=53,013888,FFFFFF
860540,RTC,"54",,"Terminus Beauport / Vieux-Québec - Sainte-Thérèse-de-Lisieux",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=54,013888,FFFFFF
860550,RTC,"55",,"Terminus Beauport - Sainte-Thérèse-de-Lisieux",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=55,013888,FFFFFF
860580,RTC,"58",,"Terminus Beauport - Sainte-Thérèse-de-Lisieux",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=58,013888,FFFFFF
860610,RTC,"61",,"41e Rue Est - Lebourgneuf",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=61,013888,FFFFFF
860640,RTC,"64",,"Place Jacques-Cartier - Lebourgneuf",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=64,013888,FFFFFF
860720,RTC,"72",,"Terminus Charlesbourg - Loretteville",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=72,013888,FFFFFF
860740,RTC,"74",,"Place Jacques-Cartier - Val-Bélair",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=74,013888,FFFFFF
860750,RTC,"75",,"Sainte-Foy Centre - Loretteville",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=75,013888,FFFFFF
860770,RTC,"77",,"Terminus Les Saules - Val-Bélair",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=77,013888,FFFFFF
860790,RTC,"79",,"Terminus Les Saules / Belvédère - L'Ancienne-Lorette",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=79,013888,FFFFFF
860800,RTC,"80",,"Place Jacques-Cartier - L'Ancienne-Lorette",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=80,013888,FFFFFF
860810,RTC,"81",,"Terminus Les Saules - Terminus du Zoo",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=81,013888,FFFFFF
860820,RTC,"82",,"Place Jacques-Cartier - Lac-Saint-Charles",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=82,013888,FFFFFF
860840,RTC,"84",,"Place Jacques-Cartier - Neufchâtel",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=84,013888,FFFFFF
860850,RTC,"85",,"Place Jacques-Cartier - Lebourgneuf",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=85,013888,FFFFFF
860860,RTC,"86",,"Place J.-Cartier / colline Parlementaire - Terminus Les Saules",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=86,013888,FFFFFF
860870,RTC,"87",,"Sainte-Foy Centre - Loretteville",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=87,013888,FFFFFF
860920,RTC,"92",,"Sainte-Foy  Centre - Saint-Augustin",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=92,013888,FFFFFF
860930,RTC,"93",,"Sainte-Foy Centre/Univ.Laval/Cégep Garneau - Champigny",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=93,013888,FFFFFF
868004,RTC,"800",,"Beauport - Pointe-de-Sainte-Foy",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=800,97BF0D,000000
868014,RTC,"801",,"Charlesbourg - Pointe-de-Sainte-Foy",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=801,97BF0D,000000
868024,RTC,"802",,"Terminus Beauport - Station Belvédère",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=802,97BF0D,000000
868034,RTC,"803",,"Terminus Beauport - Terminus Les Saules",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=803,97BF0D,000000
868074,RTC,"807",,"Place D'Youville - Pointe-de-Sainte-Foy",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=807,97BF0D,000000
869076,RTC,"907",,"Place D'Youville - Pointe-de-Sainte-Foy",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=907,1A171B,FFFFFF
869156,RTC,"915",,"null - Cap-Rouge",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=915,1A171B,FFFFFF
869256,RTC,"925",,"null - Pointe-de-Sainte-Foy",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=925,1A171B,FFFFFF
869316,RTC,"931",,"Place D'Youville - Lac-Saint-Charles",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=931,1A171B,FFFFFF
869366,RTC,"936",,"null - Station des Roses",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=936,1A171B,FFFFFF
869506,RTC,"950",,"Boischatel - null",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=950,1A171B,FFFFFF
869546,RTC,"954",,"null - Sainte-Thérèse-de-Lisieux",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=954,1A171B,FFFFFF
869726,RTC,"972",,"null - Loretteville / Val-Bélair",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=972,1A171B,FFFFFF
869806,RTC,"980",,"null - L'Ancienne-Lorette",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=980,1A171B,FFFFFF
869826,RTC,"982",,"null - Lac-Saint-Charles",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=982,1A171B,FFFFFF
869846,RTC,"984",,"null - Neufchâtel",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=984,1A171B,FFFFFF
869876,RTC,"987",,"null - Loretteville",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=987,1A171B,FFFFFF
869926,RTC,"992",,"null - Saint-Augustin",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=992,1A171B,FFFFFF
860119,RTC,"1a",,"Colline Parlementaire - null",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=1a,013888,FFFFFF
860139,RTC,"3a",,"Saint-Jean-Eudes - Des Lilas Ouest / Duval",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=3a,013888,FFFFFF
860439,RTC,"3g",,"18e Rue / 8e Avenue - Des Lilas Ouest / du Colisée",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=3g,013888,FFFFFF
860093,RTC,"9",,"Parc Colbert Est - Place Jacques-Cartier",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=9,013888,FFFFFF
864119,RTC,"11g",,"null - C.-Laforte / McCartney",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=11g,013888,FFFFFF
861139,RTC,"13a",,"École secondaire De Rochebelle - De Terrebonne / de la Suète",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=13a,013888,FFFFFF
862139,RTC,"13b",,"École secondaire De Rochebelle - Des Sapins / du Versant-Nord",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=13b,013888,FFFFFF
861149,RTC,"14a",,"Collège des Compagnons - De la Rivière / du Domaine",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=14a,013888,FFFFFF
864149,RTC,"14g",,"Collège Jésus-Marie de Sillery - Des Carougeois / J.-C.-Cantin",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=14g,013888,FFFFFF
861159,RTC,"15a",,"Collège des Compagnons - De la Prom.-des-Soeurs / J.-C.-Cantin",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=15a,013888,FFFFFF
862159,RTC,"15b",,"Collège des Compagnons - E.-Blondin / de la Prom-des-Soeurs",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=15b,013888,FFFFFF
860223,RTC,"22",,"Parc industriel de Carillon - Sainte-Foy Centre",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=22,013888,FFFFFF
864259,RTC,"25g",,"null - Terminus de Marly",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=25g,013888,FFFFFF
860293,RTC,"29",,"Parc Colbert Ouest - Place Jacques-Cartier",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=29,013888,FFFFFF
860333,RTC,"33",,"Parc industriel Charlesbourg - Terminus du Zoo",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=33,013888,FFFFFF
861549,RTC,"54a",,"Académie Sainte-Marie - Saint-Honoré / Sainte-Thérèse",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=54a,013888,FFFFFF
864549,RTC,"54g",,"École secondaire de la Seigneurie - Saint-Honoré / Sainte-Thérèse",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=54g,013888,FFFFFF
861559,RTC,"55a",,"Académie Sainte-Marie - G.-Viger / des Sablonnières",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=55a,013888,FFFFFF
864559,RTC,"55g",,"École secondaire de la Seigneurie - G.-Viger / des Sablonnières",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=55g,013888,FFFFFF
865559,RTC,"55h",,"École secondaire de la Seigneurie - Saint-Michel / Bessette",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=55h,013888,FFFFFF
860573,RTC,"57",,"Sainte-Thérèse-de-Lisieux - Terminus Beauport",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=57,013888,FFFFFF
860590,RTC,"59",,"Terminus Charlesbourg - Sainte-Thérèse-de-Lisieux",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=59,013888,FFFFFF
860650,RTC,"65",,"Place  J.-Cartier / colline Parlementaire - Lebourgneuf",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=65,013888,FFFFFF
860700,RTC,"70",,"Loretteville - null",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=70,013888,FFFFFF
860780,RTC,"78",,"Aéroport int. Jean-Lesage - Terminus Les Saules",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=78,013888,FFFFFF
861799,RTC,"79a",,"École sec. Polyvalente L'Ancienne-Lorette - Chauveau Ouest / Borduas",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=79a,013888,FFFFFF
862799,RTC,"79b",,"École sec. Polyvalente L'Ancienne-Lorette - Terminus Les Saules",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=79b,013888,FFFFFF
864799,RTC,"79g",,"École secondaire La Camaradière - Saint-Jean-Baptiste / Michelet",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=79g,013888,FFFFFF
861809,RTC,"80a",,"École sec. Polyvalente L'Ancienne-Lorette - Terminus Les Saules",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=80a,013888,FFFFFF
864809,RTC,"80g",,"École secondaire La Camaradière - O'Neil / W.-Hamel",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=80g,013888,FFFFFF
861829,RTC,"82a",,"Saint-Jean-Eudes - Samson / Baker",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=82a,013888,FFFFFF
864849,RTC,"84g",,"École secondaire La Camaradière - Du Costebelle / de Pertuis",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=84g,013888,FFFFFF
864869,RTC,"86g",,"École secondaire La Camaradière - Père-Lelièvre / Godin",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=86g,013888,FFFFFF
860883,RTC,"88",,"Parc industriel de Carillon - Terminus Les Saules",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=88,013888,FFFFFF
861929,RTC,"92a",,"Campus Notre-Dame-de-Foy - Terminus Charlesbourg",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=92a,013888,FFFFFF
860940,RTC,"94",,"Cégep Garneau - Saint-Augustin",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=94,013888,FFFFFF
860950,RTC,"95",,"Cégep Garneau - Saint-Augustin",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=95,013888,FFFFFF
861070,RTC,"107",,"Gare du Palais - Pointe-de-Sainte-Foy",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=107,013888,FFFFFF
861110,RTC,"111",,"Place D'Youville - Pointe-de-Sainte-Foy",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=111,013888,FFFFFF
861250,RTC,"125",,"Gare du Palais - Pointe-de-Sainte-Foy",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=125,013888,FFFFFF
861330,RTC,"133",,"Vieux-Québec - Terminus du Zoo",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=133,013888,FFFFFF
861360,RTC,"136",,"Colline Parlementaire - Montagne-des-Roches",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=136,013888,FFFFFF
861850,RTC,"185",,"Station Belvédère / Sainte-Foy Centre - Neufchâtel",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=185,013888,FFFFFF
862141,RTC,"214",,"Gare du Palais - Cap-Rouge",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=214,E04503,000000
862151,RTC,"215",,"Gare du Palais - Cap-Rouge",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=215,E04503,000000
862301,RTC,"230",,"Colline Parlementaire - Terminus du Zoo",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=230,E04503,000000
862361,RTC,"236",,"Colline Parlementaire - Station des Roses",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=236,E04503,000000
862381,RTC,"238",,"Colline Parlementaire - Guillaume-Mathieu",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=238,E04503,000000
862391,RTC,"239",,"Colline Parlementaire - Terminus du Zoo",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=239,E04503,000000
862501,RTC,"250",,"Colline Parlementaire - Courville / Boischatel",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=250,E04503,000000
862511,RTC,"251",,"Colline Parlementaire - Courville",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=251,E04503,000000
862541,RTC,"254",,"Colline Parlementaire - Sainte-Thérèse-de-Lisieux",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=254,E04503,000000
862551,RTC,"255",,"Colline Parlementaire - Sainte-Thérèse-de-Lisieux",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=255,E04503,000000
862721,RTC,"272",,"Colline Parlementaire - Loretteville",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=272,E04503,000000
862731,RTC,"273",,"Colline Parlementaire - Loretteville Sud",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=273,E04503,000000
862741,RTC,"274",,"Colline Parlementaire - Neufchâtel",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=274,E04503,000000
862771,RTC,"277",,"Colline Parlementaire - Val-Bélair",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=277,E04503,000000
862791,RTC,"279",,"Colline Parlementaire - L'Ancienne-Lorette",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=279,E04503,000000
862801,RTC,"280",,"Place Jacques-Cartier / colline Parlementaire - Terminus Les Saules /  L'Ancienne-Lorette",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=280,E04503,000000
862811,RTC,"281",,"Colline Parlementaire - Neufchâtel",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=281,E04503,000000
862821,RTC,"282",,"Colline Parlementaire - Lac-Saint-Charles",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=282,E04503,000000
862831,RTC,"283",,"Gare du Palais - Champigny",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=283,E04503,000000
862841,RTC,"284",,"Colline Parlementaire - Loretteville",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=284,E04503,000000
862891,RTC,"289",,"Colline Parlementaire - Saint-Émile",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=289,E04503,000000
862901,RTC,"290",,"Vieux-Québec - Loretteville",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=290,E04503,000000
862941,RTC,"294",,"Place Jacques-Cartier - Saint-Augustin",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=294,E04503,000000
862951,RTC,"295",,"Place Jacques-Cartier - Saint-Augustin",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=295,E04503,000000
863151,RTC,"315",,"Univ.Laval/Cégep Garneau - Cap-Rouge",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=315,E04503,000000
863301,RTC,"330",,"Univ.Laval/Cégep Garneau - Terminus Charlesbourg",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=330,E04503,000000
863311,RTC,"331",,"Pointe-de-Sainte-Foy - Terminus du Zoo",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=331,E04503,000000
863321,RTC,"332",,"Saint-Rodrigue - Sainte-Foy Centre",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=332,E04503,000000
863361,RTC,"336",,"Univ.Laval/Cégep Garneau - Station des Roses",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=336,E04503,000000
863371,RTC,"337",,"Univ.Laval/Cégep Garneau - Terminus du Zoo",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=337,E04503,000000
863381,RTC,"338",,"Univ.Laval/Cégep Garneau - Montagne-des-Roches",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=338,E04503,000000
863501,RTC,"350",,"Univ.Laval/Cégep Garneau - Courville / Boischatel",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=350,E04503,000000
863541,RTC,"354",,"Pointe-de-Sainte-Foy - Sainte-Thérèse-de-Lisieux",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=354,E04503,000000
863551,RTC,"355",,"Univ.Laval/Cégep Garneau - Sainte-Thérèse-de-Lisieux",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=355,E04503,000000
863581,RTC,"358",,"Univ.Laval/Cégep Garneau - Sainte-Thérèse-de-Lisieux",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=358,E04503,000000
863721,RTC,"372",,"Univ.Laval/Cégep Garneau - Lac-Saint-Charles",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=372,E04503,000000
863741,RTC,"374",,"Univ.Laval/Cégep Garneau - Neufchâtel",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=374,E04503,000000
863771,RTC,"377",,"Univ.Laval/Cégep Garneau - Val-Bélair",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=377,E04503,000000
863801,RTC,"380",,"Univ.Laval/Cégep Garneau - L'Ancienne-Lorette",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=380,E04503,000000
863811,RTC,"381",,"Univ.Laval/Cégep Garneau - Neufchâtel",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=381,E04503,000000
863821,RTC,"382",,"Univ.Laval/Cégep Garneau - Saint-Émile",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=382,E04503,000000
863841,RTC,"384",,"Univ.Laval/Cégep Garneau - Loretteville",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=384,E04503,000000
863911,RTC,"391",,"Pointe-de-Sainte-Foy - Terminus Les Saules",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=391,E04503,000000
865301,RTC,"530",,"Sainte-Foy Centre - Station des Roses",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=530,E04503,000000
865361,RTC,"536",,"Sainte-Foy Centre - Sainte-Thérèse-de-Lisieux",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=536,E04503,000000
865371,RTC,"537",,"Sainte-Foy Centre - Terminus du Zoo",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=537,E04503,000000
865381,RTC,"538",,"Sainte-Foy Centre - Du Bourg-Royal",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=538,E04503,000000
865501,RTC,"550",,"Sainte-Foy Centre - Courville",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=550,E04503,000000
865551,RTC,"555",,"Sainte-Foy Centre - Sainte-Thérèse-de-Lisieux",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=555,E04503,000000
865581,RTC,"558",,"Sainte-Foy Centre - Sainte-Thérèse-de-Lisieux",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=558,E04503,000000
865721,RTC,"572",,"Sainte-Foy Centre - Lac-Saint-Charles",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=572,E04503,000000
865741,RTC,"574",,"Sainte-Foy Centre - Neufchâtel",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=574,E04503,000000
865771,RTC,"577",,"Sainte-Foy Centre - Val-Bélair",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=577,E04503,000000
865801,RTC,"580",,"Sainte-Foy Centre - L'Ancienne-Lorette",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=580,E04503,000000
865811,RTC,"581",,"Lebourgneuf / Sainte-Foy Centre - Lebourgneuf / Neufchâtel",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=581,E04503,000000
865821,RTC,"582",,"Lebourgneuf / Sainte-Foy Centre - Lebourgneuf / Saint-Émile",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=582,E04503,000000
865841,RTC,"584",,"Sainte-Foy Centre - Loretteville",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=584,E04503,000000
869990,RTC,"999",,"null - null",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=999,013888,FFFFFF
840790,RTC,"79",,"Terminus Les Saules / Belvédère - L'Ancienne-Lorette",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=79,013888,FFFFFF
840800,RTC,"80",,"Place Jacques-Cartier - L'Ancienne-Lorette",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=80,013888,FFFFFF
840810,RTC,"81",,"Terminus Les Saules - Terminus du Zoo",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=81,013888,FFFFFF
840820,RTC,"82",,"Place Jacques-Cartier - Lac-Saint-Charles",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=82,013888,FFFFFF
840840,RTC,"84",,"Place Jacques-Cartier - Neufchâtel",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=84,013888,FFFFFF
840850,RTC,"85",,"Place Jacques-Cartier - Lebourgneuf",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=85,013888,FFFFFF
840860,RTC,"86",,"Place J.-Cartier / colline Parlementaire - Terminus Les Saules",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=86,013888,FFFFFF
840870,RTC,"87",,"Sainte-Foy Centre - Loretteville",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=87,013888,FFFFFF
840920,RTC,"92",,"Sainte-Foy  Centre - Saint-Augustin",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=92,013888,FFFFFF
840930,RTC,"93",,"Sainte-Foy Centre/Univ.Laval/Cégep Garneau - Champigny",3,http://www.rtcquebec.ca/Default.aspx?tabid=95&noParcours=93,013888,FFFFFF
