route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
860530,20163511multiint-0000010,48940338-20163511multiint-0000010,"Terminus Beauport (Ouest)",,1,,05300213,2
860550,20163511multiint-0000010,49002054-20163511multiint-0000010,"Sainte-Thérèse-de-Lisieux (Nord)",,0,,05500052,2
860550,20163511multiint-0000010,48940418-20163511multiint-0000010,"Terminus Beauport (Sud)",,1,,05500341,2
860540,20163511multiint-0000010,49002030-20163511multiint-0000010,"Sainte-Thérèse-de-Lisieux (Nord)",,0,,05400191,2
860370,20163511multiint-0000010,48939476-20163511multiint-0000010,"Terminus Charlesbourg / Jean-Talon Ouest (Nord)",,0,,03700265,2
860370,20163511multiint-0000010,48939488-20163511multiint-0000010,"41e Rue Est / colline Parlementaire (Sud)",,1,,03700264,2
860790,20163511multiint-0000010,48940615-20163511multiint-0000010,"Terminus Les Saules / Belvédère (Sud)",,1,,07900299,2
860550,20163511multiint-0000010,49002053-20163511multiint-0000010,"Sainte-Thérèse-de-Lisieux (Nord)",,0,,05500052,2
860550,20163511multiint-0000010,48940417-20163511multiint-0000010,"Terminus Beauport (Sud)",,1,,05500341,2
860540,20163511multiint-0000010,49002029-20163511multiint-0000010,"Sainte-Thérèse-de-Lisieux (Nord)",,0,,05400191,2
860310,20163511multiint-0000010,48940180-20163511multiint-0000010,"Lac-Saint-Charles (Nord)",,0,,03100091,2
860310,20163511multiint-0000010,48940171-20163511multiint-0000010,"Terminus du Zoo (Sud)",,1,,03100090,2
860340,20163511multiint-0000010,48940208-20163511multiint-0000010,"Terminus du Zoo (Sud)",,1,,03400090,2
860340,20163511multiint-0000010,49002018-20163511multiint-0000010,"Des Laurentides (Nord)",,0,,03400092,2
860110,20163511multiint-0000010,49002011-20163511multiint-0000010,"Pointe-de-Sainte-Foy (Ouest)",,1,,01100212,2
860130,20163511multiint-0000010,48940128-20163511multiint-0000010,"Du Versant-Nord/Sainte-Foy Centre/Saint-Louis (Ouest)",,1,,01300139,2
860130,20163511multiint-0000010,48940129-20163511multiint-0000010,"Saint-Louis/Sainte-Foy Centre/du Versant-Nord (Est)",,0,,01300050,2
860790,20163511multiint-0000010,48940622-20163511multiint-0000010,"Terminus Les Saules / Belvédère (Sud)",,1,,07900299,2
860790,20163511multiint-0000010,48940617-20163511multiint-0000010,"L'Ancienne-Lorette (Nord)",,0,,07900311,2
860800,20163511multiint-0000010,48940638-20163511multiint-0000010,"Place Jacques-Cartier (Sud)",,1,,08000372,2
860800,20163511multiint-0000010,48940657-20163511multiint-0000010,"L'Ancienne-Lorette (Nord)",,0,,08000378,2
868034,20163511multiint-0000010,49378948-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80340161,1
868034,20163511multiint-0000010,49378955-20163511multiint-0000010,"Terminus Les Saules (Ouest)",,1,,80340184,1
868034,20163511multiint-0000010,49378962-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80340161,1
868034,20163511multiint-0000010,49378969-20163511multiint-0000010,"Terminus Les Saules (Ouest)",,1,,80340184,1
868034,20163511multiint-0000010,49378976-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80340161,1
868034,20163511multiint-0000010,49378982-20163511multiint-0000010,"Terminus Les Saules (Ouest)",,1,,80340184,1
868034,20163511multiint-0000010,49378987-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80340161,1
860250,20163511multiint-0000010,48941454-20163511multiint-0000010,"Place D'Youville / Gare du Palais (Est)",,0,,02500029,1
860110,20163511multiint-0000010,48941415-20163511multiint-0000010,"Pointe-de-Sainte-Foy (Ouest)",,1,,01100048,1
860110,20163511multiint-0000010,48941377-20163511multiint-0000010,"Place D'Youville / Vieux-Québec (Est)",,0,,01100065,1
860110,20163511multiint-0000010,48941418-20163511multiint-0000010,"Pointe-de-Sainte-Foy (Ouest)",,1,,01100048,1
860110,20163511multiint-0000010,48941380-20163511multiint-0000010,"Place D'Youville / Vieux-Québec (Est)",,0,,01100065,1
868034,20163511multiint-0000010,49378920-20163511multiint-0000010,"Terminus Les Saules (Ouest)",,1,,80340184,1
868034,20163511multiint-0000010,49378925-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80340161,1
868034,20163511multiint-0000010,49378933-20163511multiint-0000010,"Terminus Les Saules (Ouest)",,1,,80340184,1
868034,20163511multiint-0000010,49378940-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80340161,1
868034,20163511multiint-0000010,49378947-20163511multiint-0000010,"Terminus Les Saules (Ouest)",,1,,80340184,1
868034,20163511multiint-0000010,49378954-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80340161,1
868034,20163511multiint-0000010,49378961-20163511multiint-0000010,"Terminus Les Saules (Ouest)",,1,,80340184,1
868034,20163511multiint-0000010,49378968-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80340161,1
860370,20163511multiint-0000010,48939481-20163511multiint-0000010,"Terminus Charlesbourg / Jean-Talon Ouest (Nord)",,0,,03700265,1
860010,20163511multiint-0000010,48940059-20163511multiint-0000010,"Gare fluviale / Cap-Blanc (Sud)",,1,,00100357,1
860820,20163511multiint-0000010,48940711-20163511multiint-0000010,"Lac-Saint-Charles (Nord)",,0,,08200050,1
860390,20163511multiint-0000010,48940216-20163511multiint-0000010,"41e Rue Est (Sud)",,1,,03900010,1
860010,20163511multiint-0000010,48940089-20163511multiint-0000010,"Station Belvédère (Nord)",,0,,00100326,1
860010,20163511multiint-0000010,48940063-20163511multiint-0000010,"Gare fluviale / Cap-Blanc (Sud)",,1,,00100357,1
860010,20163511multiint-0000010,48940091-20163511multiint-0000010,"Station Belvédère (Nord)",,0,,00100326,1
860010,20163511multiint-0000010,48940065-20163511multiint-0000010,"Gare fluviale / Cap-Blanc (Sud)",,1,,00100357,1
860010,20163511multiint-0000010,48940094-20163511multiint-0000010,"Station Belvédère (Nord)",,0,,00100326,1
860010,20163511multiint-0000010,48940068-20163511multiint-0000010,"Gare fluviale / Cap-Blanc (Sud)",,1,,00100357,1
860010,20163511multiint-0000010,48940097-20163511multiint-0000010,"Station Belvédère (Nord)",,0,,00100326,1
860010,20163511multiint-0000010,48940071-20163511multiint-0000010,"Gare fluviale / Cap-Blanc (Sud)",,1,,00100357,1
860010,20163511multiint-0000010,48940100-20163511multiint-0000010,"Station Belvédère (Nord)",,0,,00100326,1
860010,20163511multiint-0000010,48940074-20163511multiint-0000010,"Gare fluviale / Cap-Blanc (Sud)",,1,,00100357,1
860010,20163511multiint-0000010,48940103-20163511multiint-0000010,"Station Belvédère (Nord)",,0,,00100326,1
868034,20163511multiint-0000010,49378986-20163511multiint-0000010,"Terminus Les Saules (Ouest)",,1,,80340184,1
868034,20163511multiint-0000010,49378991-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80340161,1
868034,20163511multiint-0000010,49378998-20163511multiint-0000010,"Terminus Les Saules (Ouest)",,1,,80340184,1
868034,20163511multiint-0000010,49379003-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80340161,1
868034,20163511multiint-0000010,49379010-20163511multiint-0000010,"Terminus Les Saules (Ouest)",,1,,80340184,1
868034,20163511multiint-0000010,49379015-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80340161,1
868034,20163511multiint-0000010,49379022-20163511multiint-0000010,"Terminus Les Saules (Ouest)",,1,,80340184,1
868034,20163511multiint-0000010,49379027-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80340161,1
868034,20163511multiint-0000010,49379034-20163511multiint-0000010,"Terminus Les Saules (Ouest)",,1,,80340184,1
860610,20163511multiint-0000010,48940461-20163511multiint-0000010,"41e Rue Est (Est)",,0,,06100165,1
860130,20163511multiint-0000010,48940115-20163511multiint-0000010,"Du Versant-Nord/Sainte-Foy Centre/Saint-Louis (Ouest)",,1,,01300136,1
860130,20163511multiint-0000010,48940130-20163511multiint-0000010,"Saint-Louis/Sainte-Foy Centre/du Versant-Nord (Est)",,0,,01300039,1
860110,20163511multiint-0000010,48941381-20163511multiint-0000010,"Place D'Youville / Vieux-Québec (Est)",,0,,01100065,1
868034,20163511multiint-0000010,49378924-20163511multiint-0000010,"Terminus Les Saules (Ouest)",,1,,80340184,1
868034,20163511multiint-0000010,49378930-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80340161,1
868034,20163511multiint-0000010,49378937-20163511multiint-0000010,"Terminus Les Saules (Ouest)",,1,,80340184,1
868034,20163511multiint-0000010,49378944-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80340161,1
868034,20163511multiint-0000010,49378951-20163511multiint-0000010,"Terminus Les Saules (Ouest)",,1,,80340184,1
868014,20163511multiint-0000010,48941065-20163511multiint-0000010,"Charlesbourg (Est)",,0,,80140018,1
868014,20163511multiint-0000010,48941148-20163511multiint-0000010,"Pointe-de-Sainte-Foy (Ouest)",,1,,80140017,1
868014,20163511multiint-0000010,48941075-20163511multiint-0000010,"Charlesbourg (Est)",,0,,80140018,1
868014,20163511multiint-0000010,48941158-20163511multiint-0000010,"Pointe-de-Sainte-Foy (Ouest)",,1,,80140017,1
868014,20163511multiint-0000010,48941085-20163511multiint-0000010,"Charlesbourg (Est)",,0,,80140018,1
868014,20163511multiint-0000010,48941103-20163511multiint-0000010,"Pointe-de-Sainte-Foy (Ouest)",,1,,80140017,1
868004,20163511multiint-0000010,48940878-20163511multiint-0000010,"Beauport (Est)",,0,,80040024,1
868004,20163511multiint-0000010,48940961-20163511multiint-0000010,"Pointe-de-Sainte-Foy (Ouest)",,1,,80040321,1
868004,20163511multiint-0000010,48940890-20163511multiint-0000010,"Beauport (Est)",,0,,80040024,1
868004,20163511multiint-0000010,48940973-20163511multiint-0000010,"Pointe-de-Sainte-Foy (Ouest)",,1,,80040321,1
868004,20163511multiint-0000010,48940902-20163511multiint-0000010,"Beauport (Est)",,0,,80040024,1
868004,20163511multiint-0000010,48940985-20163511multiint-0000010,"Pointe-de-Sainte-Foy (Ouest)",,1,,80040321,1
868004,20163511multiint-0000010,48940913-20163511multiint-0000010,"Beauport (Est)",,0,,80040024,1
868004,20163511multiint-0000010,48940995-20163511multiint-0000010,"Pointe-de-Sainte-Foy (Ouest)",,1,,80040321,1
868004,20163511multiint-0000010,48940923-20163511multiint-0000010,"Beauport (Est)",,0,,80040024,1
868004,20163511multiint-0000010,48941005-20163511multiint-0000010,"Pointe-de-Sainte-Foy (Ouest)",,1,,80040321,1
868024,20163511multiint-0000010,48941199-20163511multiint-0000010,"Station Belvédère (Ouest)",,1,,80240038,1
868024,20163511multiint-0000010,48941204-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80240039,1
868024,20163511multiint-0000010,48941209-20163511multiint-0000010,"Station Belvédère (Ouest)",,1,,80240038,1
868024,20163511multiint-0000010,48941214-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80240039,1
868024,20163511multiint-0000010,48941219-20163511multiint-0000010,"Station Belvédère (Ouest)",,1,,80240038,1
868024,20163511multiint-0000010,48941224-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80240039,1
868014,20163511multiint-0000010,48941043-20163511multiint-0000010,"Charlesbourg (Est)",,0,,80140018,1
868014,20163511multiint-0000010,48941127-20163511multiint-0000010,"Pointe-de-Sainte-Foy (Ouest)",,1,,80140017,1
868014,20163511multiint-0000010,48941055-20163511multiint-0000010,"Charlesbourg (Est)",,0,,80140018,1
868014,20163511multiint-0000010,48941139-20163511multiint-0000010,"Pointe-de-Sainte-Foy (Ouest)",,1,,80140017,1
868014,20163511multiint-0000010,48941066-20163511multiint-0000010,"Charlesbourg (Est)",,0,,80140018,1
868014,20163511multiint-0000010,48941149-20163511multiint-0000010,"Pointe-de-Sainte-Foy (Ouest)",,1,,80140017,1
868014,20163511multiint-0000010,48941076-20163511multiint-0000010,"Charlesbourg (Est)",,0,,80140018,1
868014,20163511multiint-0000010,48941159-20163511multiint-0000010,"Pointe-de-Sainte-Foy (Ouest)",,1,,80140017,1
868024,20163511multiint-0000010,48941207-20163511multiint-0000010,"Station Belvédère (Ouest)",,1,,80240038,1
868024,20163511multiint-0000010,48941212-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80240039,1
868024,20163511multiint-0000010,48941217-20163511multiint-0000010,"Station Belvédère (Ouest)",,1,,80240038,1
868024,20163511multiint-0000010,48941222-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80240039,1
868024,20163511multiint-0000010,48941227-20163511multiint-0000010,"Station Belvédère (Ouest)",,1,,80240038,1
868024,20163511multiint-0000010,48941232-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80240039,1
868024,20163511multiint-0000010,48941237-20163511multiint-0000010,"Station Belvédère (Ouest)",,1,,80240038,1
868024,20163511multiint-0000010,48941242-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80240039,1
868024,20163511multiint-0000010,48941247-20163511multiint-0000010,"Station Belvédère (Ouest)",,1,,80240038,1
868024,20163511multiint-0000010,48941252-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80240039,1
868024,20163511multiint-0000010,48941257-20163511multiint-0000010,"Station Belvédère (Ouest)",,1,,80240038,1
868024,20163511multiint-0000010,48941262-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80240039,1
868024,20163511multiint-0000010,48941210-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80240039,1
868024,20163511multiint-0000010,48941215-20163511multiint-0000010,"Station Belvédère (Ouest)",,1,,80240038,1
868024,20163511multiint-0000010,48941220-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80240039,1
868024,20163511multiint-0000010,48941225-20163511multiint-0000010,"Station Belvédère (Ouest)",,1,,80240038,1
868024,20163511multiint-0000010,48941230-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80240039,1
868024,20163511multiint-0000010,48941235-20163511multiint-0000010,"Station Belvédère (Ouest)",,1,,80240038,1
868024,20163511multiint-0000010,48941240-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80240039,1
868024,20163511multiint-0000010,48941245-20163511multiint-0000010,"Station Belvédère (Ouest)",,1,,80240038,1
868024,20163511multiint-0000010,48941250-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80240039,1
868024,20163511multiint-0000010,48941255-20163511multiint-0000010,"Station Belvédère (Ouest)",,1,,80240038,1
868024,20163511multiint-0000010,48941260-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80240039,1
868004,20163511multiint-0000010,48940984-20163511multiint-0000010,"Pointe-de-Sainte-Foy (Ouest)",,1,,80040321,1
868004,20163511multiint-0000010,48940912-20163511multiint-0000010,"Beauport (Est)",,0,,80040024,1
868004,20163511multiint-0000010,48940994-20163511multiint-0000010,"Pointe-de-Sainte-Foy (Ouest)",,1,,80040321,1
868004,20163511multiint-0000010,48940922-20163511multiint-0000010,"Beauport (Est)",,0,,80040024,1
860870,20163512multiint-0000010,48939334-20163512multiint-0000010,"Sainte-Foy Centre (Sud)",,1,,08700621,2
860010,20163512multiint-0000010,48940090-20163512multiint-0000010,"Station Belvédère (Nord)",,0,,00100326,2
860010,20163512multiint-0000010,48940084-20163512multiint-0000010,"Gare fluviale / Cap-Blanc (Sud)",,1,,00100357,2
860010,20163512multiint-0000010,48940093-20163512multiint-0000010,"Station Belvédère (Nord)",,0,,00100326,2
860010,20163512multiint-0000010,48940067-20163512multiint-0000010,"Gare fluviale / Cap-Blanc (Sud)",,1,,00100357,2
860010,20163512multiint-0000010,48940096-20163512multiint-0000010,"Station Belvédère (Nord)",,0,,00100326,2
860010,20163512multiint-0000010,48940070-20163512multiint-0000010,"Gare fluviale / Cap-Blanc (Sud)",,1,,00100357,2
860010,20163512multiint-0000010,48940099-20163512multiint-0000010,"Station Belvédère (Nord)",,0,,00100326,2
860010,20163512multiint-0000010,48940073-20163512multiint-0000010,"Gare fluviale / Cap-Blanc (Sud)",,1,,00100357,2
860010,20163512multiint-0000010,48940102-20163512multiint-0000010,"Station Belvédère (Nord)",,0,,00100326,2
860010,20163512multiint-0000010,48940076-20163512multiint-0000010,"Gare fluviale / Cap-Blanc (Sud)",,1,,00100357,2
860870,20163512multiint-0000010,48939378-20163512multiint-0000010,"Loretteville (Nord)",,0,,08700620,2
860750,20163512multiint-0000010,48939432-20163512multiint-0000010,"Sainte-Foy Centre (Sud)",,1,,07500214,2
860750,20163512multiint-0000010,48939469-20163512multiint-0000010,"Loretteville (Nord)",,0,,07500124,2
860930,20163512multiint-0000010,48940835-20163512multiint-0000010,"Champigny (Nord)",,0,,09300294,2
860870,20163512multiint-0000010,48939382-20163512multiint-0000010,"Loretteville (Nord)",,0,,08700620,2
860340,20163512multiint-0000010,49003063-20163512multiint-0000010,"Des Laurentides (Nord)",,0,,03400092,2
860840,20163512multiint-0000010,48940740-20163512multiint-0000010,"Neufchâtel (Nord)",,0,,08400197,2
860840,20163512multiint-0000010,48940736-20163512multiint-0000010,"Place Jacques-Cartier (Sud)",,1,,08400214,2
860840,20163512multiint-0000010,48940741-20163512multiint-0000010,"Neufchâtel (Nord)",,0,,08400197,2
860840,20163512multiint-0000010,48940738-20163512multiint-0000010,"Place Jacques-Cartier (Sud)",,1,,08400214,2
860840,20163512multiint-0000010,48940742-20163512multiint-0000010,"Neufchâtel (Nord)",,0,,08400197,2
860840,20163512multiint-0000010,48940751-20163512multiint-0000010,"Place Jacques-Cartier (Sud)",,1,,08400214,2
860750,20163512multiint-0000010,48939420-20163512multiint-0000010,"Sainte-Foy Centre (Sud)",,1,,07500214,2
860870,20163512multiint-0000010,48939388-20163512multiint-0000010,"Loretteville (Nord)",,0,,08700620,2
860720,20163512multiint-0000010,48939681-20163512multiint-0000010,"Terminus Charlesbourg (Est)",,0,,07200075,2
860720,20163512multiint-0000010,48939708-20163512multiint-0000010,"Loretteville (Ouest)",,1,,07200076,2
860750,20163512multiint-0000010,48939426-20163512multiint-0000010,"Sainte-Foy Centre (Sud)",,1,,07500214,2
860870,20163512multiint-0000010,48939359-20163512multiint-0000010,"Loretteville (Nord)",,0,,08700650,2
860870,20163512multiint-0000010,48939326-20163512multiint-0000010,"Sainte-Foy Centre (Sud)",,1,,08700649,2
860610,20163512multiint-0000010,48940506-20163512multiint-0000010,"Lebourgneuf (Ouest)",,1,,06100166,2
860610,20163512multiint-0000010,48940478-20163512multiint-0000010,"41e Rue Est (Est)",,0,,06100165,2
860610,20163512multiint-0000010,48940507-20163512multiint-0000010,"Lebourgneuf (Ouest)",,1,,06100166,2
860610,20163512multiint-0000010,48940479-20163512multiint-0000010,"41e Rue Est (Est)",,0,,06100165,2
860610,20163512multiint-0000010,48940508-20163512multiint-0000010,"Lebourgneuf (Ouest)",,1,,06100166,2
860610,20163512multiint-0000010,48940480-20163512multiint-0000010,"41e Rue Est (Est)",,0,,06100165,2
860800,20163512multiint-0000010,48940628-20163512multiint-0000010,"Place Jacques-Cartier (Sud)",,1,,08000372,2
860800,20163512multiint-0000010,48940647-20163512multiint-0000010,"L'Ancienne-Lorette (Nord)",,0,,08000378,2
860720,20163512multiint-0000010,48939675-20163512multiint-0000010,"Terminus Charlesbourg (Est)",,0,,07200075,2
860720,20163512multiint-0000010,48939698-20163512multiint-0000010,"Loretteville (Ouest)",,1,,07200076,2
860750,20163512multiint-0000010,48939414-20163512multiint-0000010,"Sainte-Foy Centre (Sud)",,1,,07500214,2
860750,20163512multiint-0000010,48939451-20163512multiint-0000010,"Loretteville (Nord)",,0,,07500124,2
860860,20163512multiint-0000010,48940788-20163512multiint-0000010,"Place J.-Cartier / colline Parlementaire (Sud)",,1,,08600198,2
860820,20163512multiint-0000010,48940718-20163512multiint-0000010,"Lac-Saint-Charles (Nord)",,0,,08200065,2
860800,20163511multiint-0000010,48940640-20163511multiint-0000010,"Place Jacques-Cartier (Sud)",,1,,08000372,2
860800,20163511multiint-0000010,48940659-20163511multiint-0000010,"L'Ancienne-Lorette (Nord)",,0,,08000378,2
860800,20163511multiint-0000010,48940629-20163511multiint-0000010,"Place Jacques-Cartier (Sud)",,1,,08000372,2
860800,20163511multiint-0000010,48940648-20163511multiint-0000010,"L'Ancienne-Lorette (Nord)",,0,,08000378,2
860800,20163511multiint-0000010,48940631-20163511multiint-0000010,"Place Jacques-Cartier (Sud)",,1,,08000372,2
860800,20163511multiint-0000010,48940650-20163511multiint-0000010,"L'Ancienne-Lorette (Nord)",,0,,08000378,2
860720,20163511multiint-0000010,48939678-20163511multiint-0000010,"Terminus Charlesbourg (Est)",,0,,07200075,2
860720,20163511multiint-0000010,48939701-20163511multiint-0000010,"Loretteville (Ouest)",,1,,07200076,2
860870,20163511multiint-0000010,48939396-20163511multiint-0000010,"Sainte-Foy Centre (Sud)",,1,,08700621,2
860870,20163511multiint-0000010,48939356-20163511multiint-0000010,"Loretteville (Nord)",,0,,08700650,2
860740,20163511multiint-0000010,48940559-20163511multiint-0000010,"Place Jacques-Cartier (Sud)",,1,,07400055,2
860740,20163511multiint-0000010,48940565-20163511multiint-0000010,"Val-Bélair (Nord)",,0,,07400038,2
860640,20163511multiint-0000010,48940528-20163511multiint-0000010,"Lebourgneuf (Nord)",,0,,06400129,2
860640,20163511multiint-0000010,48940513-20163511multiint-0000010,"Place Jacques-Cartier (Sud)",,1,,06400128,2
860860,20163511multiint-0000010,48940777-20163511multiint-0000010,"Terminus Les Saules (Nord)",,0,,08600199,2
860860,20163511multiint-0000010,48940769-20163511multiint-0000010,"Place J.-Cartier / colline Parlementaire (Sud)",,1,,08600198,2
860820,20163511multiint-0000010,48940712-20163511multiint-0000010,"Lac-Saint-Charles (Nord)",,0,,08200050,2
860820,20163511multiint-0000010,48940726-20163511multiint-0000010,"Place Jacques-Cartier (Sud)",,1,,08200043,2
860250,20163511multiint-0000010,48941481-20163511multiint-0000010,"Pointe-de-Sainte-Foy (Ouest)",,1,,02500033,2
860250,20163511multiint-0000010,48941464-20163511multiint-0000010,"Place D'Youville / Gare du Palais (Est)",,0,,02500029,2
860030,20163511multiint-0000010,48939253-20163511multiint-0000010,"Sainte-Odile (Nord)",,0,,00300122,2
860030,20163511multiint-0000010,48939292-20163511multiint-0000010,"Vieux-Québec / colline Parlementaire (Sud)",,1,,00300121,2
860280,20163511multiint-0000010,48941536-20163511multiint-0000010,"51e Rue Est (Nord)",,0,,02800027,2
860280,20163511multiint-0000010,48941501-20163511multiint-0000010,"Colline Parlementaire (Sud)",,1,,02800023,2
860030,20163511multiint-0000010,48939257-20163511multiint-0000010,"Sainte-Odile (Nord)",,0,,00300122,2
860030,20163511multiint-0000010,48939296-20163511multiint-0000010,"Vieux-Québec / colline Parlementaire (Sud)",,1,,00300121,2
860280,20163511multiint-0000010,48941540-20163511multiint-0000010,"51e Rue Est (Nord)",,0,,02800027,2
860280,20163511multiint-0000010,48941505-20163511multiint-0000010,"Colline Parlementaire (Sud)",,1,,02800023,2
860280,20163511multiint-0000010,48941542-20163511multiint-0000010,"51e Rue Est (Nord)",,0,,02800027,2
860280,20163511multiint-0000010,48941507-20163511multiint-0000010,"Colline Parlementaire (Sud)",,1,,02800023,2
860280,20163511multiint-0000010,48941544-20163511multiint-0000010,"51e Rue Est (Nord)",,0,,02800027,2
860280,20163511multiint-0000010,48941509-20163511multiint-0000010,"Colline Parlementaire (Sud)",,1,,02800023,2
860280,20163511multiint-0000010,48941546-20163511multiint-0000010,"51e Rue Est (Nord)",,0,,02800027,2
860280,20163511multiint-0000010,48941511-20163511multiint-0000010,"Colline Parlementaire (Sud)",,1,,02800023,2
860280,20163511multiint-0000010,48941547-20163511multiint-0000010,"51e Rue Est (Nord)",,0,,02800027,2
860720,20163511multiint-0000010,48939717-20163511multiint-0000010,"Loretteville (Ouest)",,1,,07200076,2
860870,20163511multiint-0000010,48939370-20163511multiint-0000010,"Loretteville (Nord)",,0,,08700620,2
860720,20163511multiint-0000010,48939691-20163511multiint-0000010,"Terminus Charlesbourg (Est)",,0,,07200088,2
860130,20163511multiint-0000010,48940126-20163511multiint-0000010,"Du Versant-Nord/Sainte-Foy Centre/Saint-Louis (Ouest)",,1,,01300140,2
860920,20163511multiint-0000010,48940815-20163511multiint-0000010,"Saint-Augustin (Ouest)",,1,,09200056,2
860920,20163511multiint-0000010,48940809-20163511multiint-0000010,"Sainte-Foy  Centre (Est)",,0,,09200053,2
860800,20163511multiint-0000010,48940654-20163511multiint-0000010,"L'Ancienne-Lorette (Nord)",,0,,08000378,2
860800,20163511multiint-0000010,48940637-20163511multiint-0000010,"Place Jacques-Cartier (Sud)",,1,,08000372,2
860800,20163511multiint-0000010,48940656-20163511multiint-0000010,"L'Ancienne-Lorette (Nord)",,0,,08000378,2
860150,20163511multiint-0000010,48940000-20163511multiint-0000010,"Pointe-de-Sainte-Foy (Est)",,0,,01500027,2
860150,20163511multiint-0000010,48940018-20163511multiint-0000010,"Cap-Rouge (Ouest)",,1,,01500029,2
860150,20163511multiint-0000010,48940001-20163511multiint-0000010,"Pointe-de-Sainte-Foy (Est)",,0,,01500027,2
860150,20163511multiint-0000010,48940019-20163511multiint-0000010,"Cap-Rouge (Ouest)",,1,,01500029,2
868034,20163511multiint-0000010,49378958-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80340161,1
868034,20163511multiint-0000010,49378965-20163511multiint-0000010,"Terminus Les Saules (Ouest)",,1,,80340184,1
868034,20163511multiint-0000010,49378972-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80340161,1
860370,20163511multiint-0000010,48939493-20163511multiint-0000010,"41e Rue Est / colline Parlementaire (Sud)",,1,,03700264,1
860930,20163511multiint-0000010,48940855-20163511multiint-0000010,"Sainte-Foy Centre/Univ.Laval/Cégep Garneau (Sud)",,1,,09300314,1
860130,20163511multiint-0000010,48940111-20163511multiint-0000010,"Saint-Louis/Sainte-Foy Centre/du Versant-Nord (Est)",,0,,01300039,1
860770,20163511multiint-0000010,48940575-20163511multiint-0000010,"Terminus Les Saules (Sud)",,1,,07700022,1
860770,20163511multiint-0000010,48940594-20163511multiint-0000010,"Val-Bélair (Nord)",,0,,07700021,1
860770,20163511multiint-0000010,48940595-20163511multiint-0000010,"Val-Bélair (Nord)",,0,,07700021,1
860740,20163511multiint-0000010,48940555-20163511multiint-0000010,"Place Jacques-Cartier (Sud)",,1,,07400055,1
868034,20163511multiint-0000010,49378942-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80340161,1
868034,20163511multiint-0000010,49378949-20163511multiint-0000010,"Terminus Les Saules (Ouest)",,1,,80340184,1
868034,20163511multiint-0000010,49378956-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80340161,1
868034,20163511multiint-0000010,49378963-20163511multiint-0000010,"Terminus Les Saules (Ouest)",,1,,80340184,1
868034,20163511multiint-0000010,49378970-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80340161,1
868034,20163511multiint-0000010,49378977-20163511multiint-0000010,"Terminus Les Saules (Ouest)",,1,,80340184,1
868034,20163511multiint-0000010,49378983-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80340161,1
868034,20163511multiint-0000010,49378990-20163511multiint-0000010,"Terminus Les Saules (Ouest)",,1,,80340184,1
868034,20163511multiint-0000010,49378995-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80340161,1
860740,20163511multiint-0000010,48940545-20163511multiint-0000010,"Place Jacques-Cartier (Sud)",,1,,07400055,1
860740,20163511multiint-0000010,48940542-20163511multiint-0000010,"Val-Bélair (Nord)",,0,,07400038,1
860740,20163511multiint-0000010,48940546-20163511multiint-0000010,"Place Jacques-Cartier (Sud)",,1,,07400055,1
860740,20163511multiint-0000010,48940543-20163511multiint-0000010,"Val-Bélair (Nord)",,0,,07400038,1
868034,20163511multiint-0000010,49378932-20163511multiint-0000010,"Terminus Beauport (Est)",,0,,80340161,1
